Datenpunkt ID;Name;ADDR
Schaltzeiten_M2_ZP_Freitag_03;Schaltzeiten_M2_ZP_Freitag_03;0x3220
Schaltzeiten_M2_ZP_Freitag_01;Schaltzeiten_M2_ZP_Freitag_01;0x3220
Schaltzeiten_M2_ZP_Freitag_02;Schaltzeiten_M2_ZP_Freitag_02;0x3220
Schaltzeiten_M2_ZP_Freitag_00;Schaltzeiten_M2_ZP_Freitag_00;0x3220
Schaltzeiten_M2_ZP_Freitag_05;Schaltzeiten_M2_ZP_Freitag_05;0x3220
Schaltzeiten_M2_ZP_Freitag_04;Schaltzeiten_M2_ZP_Freitag_04;0x3220
Schaltzeiten_M2_ZP_Freitag_06;Schaltzeiten_M2_ZP_Freitag_06;0x3220
Schaltzeiten_M2_ZP_Freitag_07;Schaltzeiten_M2_ZP_Freitag_07;0x3220
Schaltzeiten_M2_ZP_Samstag_07;Schaltzeiten_M2_ZP_Samstag_07;0x3228
Schaltzeiten_M2_ZP_Samstag_06;Schaltzeiten_M2_ZP_Samstag_06;0x3228
Schaltzeiten_M2_ZP_Samstag_00;Schaltzeiten_M2_ZP_Samstag_00;0x3228
Schaltzeiten_M2_ZP_Samstag_05;Schaltzeiten_M2_ZP_Samstag_05;0x3228
Schaltzeiten_M2_ZP_Samstag_01;Schaltzeiten_M2_ZP_Samstag_01;0x3228
Schaltzeiten_M2_ZP_Samstag_04;Schaltzeiten_M2_ZP_Samstag_04;0x3228
Schaltzeiten_M2_ZP_Samstag_02;Schaltzeiten_M2_ZP_Samstag_02;0x3228
Schaltzeiten_M2_ZP_Samstag_03;Schaltzeiten_M2_ZP_Samstag_03;0x3228
Schaltzeiten_M2_ZP_Sonntag_02;Schaltzeiten_M2_ZP_Sonntag_02;0x3230
Schaltzeiten_M2_ZP_Sonntag_03;Schaltzeiten_M2_ZP_Sonntag_03;0x3230
Schaltzeiten_M2_ZP_Sonntag_04;Schaltzeiten_M2_ZP_Sonntag_04;0x3230
Schaltzeiten_M2_ZP_Sonntag_07;Schaltzeiten_M2_ZP_Sonntag_07;0x3230
Schaltzeiten_M2_ZP_Sonntag_05;Schaltzeiten_M2_ZP_Sonntag_05;0x3230
Schaltzeiten_M2_ZP_Sonntag_00;Schaltzeiten_M2_ZP_Sonntag_00;0x3230
Schaltzeiten_M2_ZP_Sonntag_01;Schaltzeiten_M2_ZP_Sonntag_01;0x3230
Schaltzeiten_M2_ZP_Sonntag_06;Schaltzeiten_M2_ZP_Sonntag_06;0x3230
BedienSparbetriebM2;Sparbetrieb;0x3302
BedienPartybetriebM2;Partybetrieb;0x3303
BedienRTSolltemperaturM2;Raumsolltemperatur Normalbetrieb;0x3306
BedienRTSolltemperaturReduziertM2;Raumsolltemperatur Reduzierter Betrieb;0x3307
FerienBeginnM2;Ferien Abreisetag;0x3309
FerienEndeM2;Ferien Rueckreisetag;0x3311
ExternRTSolltemperaturM2;Externe Raumsolltemperatur Normal;0x3321
BedienteilBA_GWGM2;Betriebsart;0x3323
HK_RaumsolltemperaturaktuellM2;Raumsolltemperatur;0x3500
HK_Frostgefahr_aktivM2;Frostgefahr des Heizkreises;0x3500
HK_AktuelleBetriebsartM2;Aktuelle Betriebsart;0x3500
NRF_HK_RaumsolltemperaturaktuellM2;Raumsolltemperatur;0x3500
NRF_HK_VT_Solltemperatur_M2;Vorlaufsolltemperatur;0x3500
NRF_HK_AktuelleBetriebsartM2;Aktuelle Betriebsart;0x3500
HK_VT_Solltemperatur_M2;Vorlaufsolltemperatur;0x3500
NRF_HK_Frostgefahr_aktivM2;Frostgefahr des Heizkreises;0x3500
HK_ReglervarianteM2;Reglervariante;0x3521
HK_FerienbetriebM2;Ferienprogramm;0x3535
VT_SolltemperaturM2;Vorlaufsolltemperatur;0x3544
ExtBetriebsartenumschaltung_M2;Externe Betriebsartenumschaltung;0x3549
KA0_FernbedienungM2;Fernbedienung Heizkreis M2;0x37A0
KA0_KonfiKennungFernbedienungM2;(A0) Kennung Fernbedienung;0x37A0
KA2_KonfiSpeichervorrangM2;(A2) Speichervorrang;0x37A2
KA3_KonfiFrostgrenzeM2;(A3) Frostgrenze;0x37A3
KA3_KonfiFrostgrenzeM2_GWG;(A3) Frostgrenze;0x37A3
KA3_KonfiFrostgrenzeM2_GWG_4;(A3) Frostgrenze;0x37A3
KA4_KonfiKeineFrostschutzfunktionM2;(A4) Frostschutzfunktion;0x37A4
KA5_KonfSommersparSchaltschwelleM2;(A5) Sommersparschaltung Schaltschwelle;0x37A5
KA6_KonfiAbsolutSommersparM2;(A6) Absolute Sommersparschaltung;0x37A6
KA7_KonfiMischersparfunktionM2;(A7) Mischersparfunktion;0x37A7
KA8_KonfiWirkung_aufPumpe;(A8) Einfluss auf Interne Pumpe;0x37A8
KA9_KonfiHKpumpeBeiReduziertM2;(A9) Pumpenstillstand bei Uebergang in reduzierten Betrieb;0x37A9
KA9_KonfiHKpumpeBeiReduziertM2_NR1;(A9) Pumpenstillstand bei Uebergang in reduzierten Betrieb;0x37A9
KB0_KonfiRaumaufschaltungM2;(B0) Raumaufschaltung;0x37B0
KB2_KonfiRaumeinflussM2;(B2) Raumeinflussfaktor;0x37B2
NRF_KB5_KonfiRaumSommersparM2;(B5) Sommersparschaltung RS;0x37B5
KB5_KonfiRaumSommerspar_GWGM2;(B5) Sommersparschaltung RS;0x37B5
NRF_KBB_PufferladevorgangM2;(BB) Pufferladevorgang;0x37BB
KC5_KonfiMinimalbegrenzungM2;(C5) Vorlauf - Minimalbegrenzung;0x37C5
KC6_KonfiMaximalbegrenzung_VT_SollwertM2;(C6) Vorlauf - Maximalbegrenzung;0x37C6
KC6_KonfiMaxbegrenzung_VT_SollwertM2;(C6) Vorlauf - Maximalbegrenzung;0x37C6
KD3_KonfiNeigungM2;(D3) Neigung Heizkennlinie;0x37D3
KD3_KonfiNeigungM2D; Neigung Heizkennlinie;0x37D3
KD4_KonfiNiveauM2D;Niveau Heizkennlinie ;0x37D4
KD4_KonfiNiveauM2;(D4) Niveau Heizkennlinie ;0x37D4
KD5_KonfiWirkungExtBA_UmschaltungM2;(D5) Wirkung Betriebsartenumschaltung;0x37D5
KD5_WirkungExtBA_UmschaltungM2;Richtung externe Aufschaltung;0x37D5
KE1_KonfiOffsetRT_SolltemperaturM2;(E1) Bereich Tagsolltemperatur Fernbedienung;0x37E1
KE2_KonfiRT_KorrekturFernbedienungM2;(E2) Raumistwertkorrektur Fernbedienung;0x37E2
KE5_KonfiKennung_D_PumpeM2KM;Heizkreispumpe M2;0x37E5
KE5_KonfiKennung_D_PumpeM2;(E5) Kennung Pumpe Heizkreis M2;0x37E5
KE5_KonfiKennung_D_PumpeM2_GWG;(E5) Kennung Pumpe Heizkreis M2;0x37E5
KE6_KonfiMaxDrehzahlM2_GWG;(E6) Maximale Drehzahl geregelte Pumpe;0x37E6
KE6_KonfiDPumpeMaxDrehzahlM2;(E6) Maximale Drehzahl geregelte Pumpe;0x37E6
KE7_KonfiDPumpeMinDrehzahlM2;(E7) Minimale Drehzahl geregelte Pumpe;0x37E7
KE7_KonfiMinDrehzahlM2_GWG;(E7) Minimale Drehzahl geregelte Pumpe;0x37E7
KE8_KonfiDPumpeDrehzahlNebenbetriebM2;(E8) Drehzahl Nebenbetrieb geregelte Pumpe;0x37E8
KE8_KonfiNebenbetriebM2_GWG;(E8) Solldrehzahl Pumpe im Nebenbetrieb;0x37E8
KE9_KonfiDPumpeMinDrehzahlReduziertM2;(E9) Reduzierte Drehzahl geregelte Pumpe;0x37E9
KE9_KonfiDrehzahlReduziertM2_GWG;(E9) Reduzierte Drehzahl geregelte Pumpe;0x37E9
KF1_KonfiTemperaturprogrammM2;(F1) Estrichfunktion;0x37F1
KF2_KonfiPartyzeitGWGM2;(F2) Zeitbegrenzung Party/ Betriebsartenumschaltung;0x37F2
KF8_KonfiStartModTRSollredM2;(F8) Start Modifizierung Raumsolltemp. red.;0x37F8
KF9_KonfiEndeModTRSollredM2;(F9) Ende Modifizierung Raumsolltemp. red.;0x37F9
KFA_KonfiUeberhoehungVTSollM2;(FA) öberhîhung Vorlaufsolltemperatur;0x37FA
KFB_KonfiDauerUeberhoehungVTSollM2;(FB) Dauer öberhîhung Vorlaufsolltemperatur;0x37FB
VorlauftemperaturM2;Vorlauftemperatur;0x3900
HK_PumpenzustandM2;Heizkreispumpe;0x3906
HK_VT_Solltemperatur_M3;Vorlaufsolltemperatur;0x4500
KA0_FernbedienungM3;Fernbedienung Heizkreis M3;0x47A0
KB5_KonfiRaumSommerspar_GWGM3;(B5) Sommersparschaltung RS;0x47B5
KD3_KonfiNeigungM3;(D3) Neigung Heizkennlinie;0x47D3
KD4_KonfiNiveauM3;(D4) Niveau Heizkennlinie ;0x47D4
KE5_KonfiKennung_D_PumpeM3KM;Heizkreispumpe M3;0x47E5
KF8_KonfiStartModTRSollredM3;(F8) Start Modifizierung Raumsolltemp. red.;0x47F8
KF9_KonfiEndeModTRSollredM3;(F9) Ende Modifizierung Raumsolltemp. red.;0x47F9
KFA_KonfiUeberhoehungVTSollM3;(FA) öberhîhung Vorlaufsolltemperatur;0x47FA
KFB_KonfiDauerUeberhoehungVTSollM3;(FB) Dauer öberhîhung Vorlaufsolltemperatur;0x47FB
NRF_Tiefpass_AT;Aussentemperatur;0x5523
TiefpassTemperaturwert_ATS;Aussentemperatur;0x5525
Gemischte_AT;Aussentemperatur gedaempft;0x5527
RKR_11KTSolleff_Kessel;Kesselsolltemperatur (effektiv);0x555A
Kesselsoll_eff;Kesselsolltemperatur;0x555A
RKR_12PSolleff_Kessel;Kesselsollleistung (effektiv);0x555C
GWG_Verriegelung;Feuerungsautomat verriegelt ;0x55D3
GWG_Flamme;Brenner ;0x55D3
GWG_Flamme1;Flammensignal;0x55DD
GWG_Brenner_2;Brenner 2. Stufe ;0x55DD
GWG_Brenner_1;Brenner 1. Stufe ;0x55DE
RKR_GWG_VSDatenKTSoll;Kesselsolltemperatur;0x55E0
NRF_LeistungSollwertinkW;berechneter Sollwert der Anlagenleistung in KW;0x5606
NRF_Kaskade_Freigabe;Freigabestatus der Anlage;0x5634
NRF_Kaskade_Leistungssteuerung;Leistungssteuerung aktiv (1) oder passiv (0);0x5635
K06_KonfiKTMaxGWG;(06) Kesselmaximaltemperatur;0x5706
K1E_KonfiGasart;(1E) Gasart;0x571E
K21_KonfiBetriebsstdBrennerWart100;(21) Betriebsstunden Brenner fuer Wartung;0x5721
K21_KonfiBetriebsstdBrenner_Wartung;Grenzwert Betriebsstunden Brenner;0x5721
K23_KonfiZeitintervallWartung;(23) Zeitintervall fuer Wartung;0x5723
K23_KonfiZeitintervall_Wartung;Eingestelltes Zeitintervall;0x5723
K24_KonfiStatusWartung;(24) Status der Wartung;0x5724
K24_KonfiStatus_Wartung;Wartung;0x5724
K24_KonfiStatusWartungFunktionReset;Wartung zuruecksetzen;0x5724
K25_ATS_Konstant;(25) Au·entemperatursensor;0x5725
K28_KonfiIntervallzuendung;(28) Intervallzuendung Brenner alle 5 Stunden;0x5728
K2E_KonfiKennungAnschlussD;Externe Erweiterung;0x572E
K2E_KonfiKennungAnschluss;(2E) Kennung Externe Erweiterung;0x572E
K2F_KonfiEntlueftung;(2F) EntlÅftungs-/ BefÅllungsprogramm;0x572F
K30_KennungIntPumpeKM;Interne UmwÑlzpumpe;0x5730
K30_KennungIntPumpe;(30) Kennung Interne UmwÑlzpumpe;0x5730
K31_DrehzahlIntPumpe;(31) Solldrehzahl Interne Pumpe;0x5731
K32_KonfiExtSperre;(32) Einflu· Extern Sperren auf Pumpen;0x5732
K34_KonfiExtAnf;(34) Einflu· Extern Anfordern auf Pumpen;0x5734
K38_KonfiFehlerByteGFA;(38) aktueller Fehlerstatus GFA;0x5738
K38_KonfiFehlerByteGFA_D;Fehlercode GFA;0x5738
Bedien_WW_Solltemperatur;Warmwassersolltemperatur;0x6300
WW_SolltemperaturAktuell;Warmwassersolltemperatur;0x6500
NRF_WW_SolltemperaturAktuell;Warmwassersolltemperatur;0x6500
WW_Status_NR1;Warmwasserbereitung;0x650A
Speicherladepumpe;Speicherladepumpe;0x6513
Zirkulationspumpe;Zirkulationspumpe;0x6515
KM_Error_Vitosolic;KM-Bus-Fehler Vitosolic;0x6550
SolarNachlade;Solar NachladeunterdrÅckung;0x6551
SolarPumpe;Solar Solarpumpe;0x6552
SolarWaerme;Solar WÑrmemenge;0x6560
Solarkollektortemperatur;Solar Kollektortemperatur;0x6564
SolarSpeichertemperatur;Solar Speichertemperatur;0x6566
SolarStunden;Solar Betriebsstunden;0x6568
SolarSWIndex;Solarregelung Software-Index;0x656A
K56_KonfiWW_SolltempBereichGWG;(56) Warmwasser-Solltemperatur-Bereich;0x6756
K56_KonfiWW_SolltemperaturBereich;(56) Warmwasser-Solltemperatur-Bereich;0x6756
NRF_K58_KonfiWW_Solltemperatur2;(58) Zweiter Speichersollwert;0x6758
K58_KonfiWW_Solltemperatur2;(58) Warmwassersolltemperatur 2;0x6758
K59_KonfiWW_EinschaltOffset;(59) Einschaltpunkt Speicher;0x6759
K5B_KonfiAnbindungSpeicher;(5B) Anbindung Speicher an Hydr. Weiche;0x675B
NRF_K60_KonfiWW_KesselOffset;(60) Kesselsollwert bei Speicherladung;0x6760
K60_KonfiWW_KesselOffset;(60) Offset fuer Kessel- bzw Vorlaufsolltemperatur (auf Warmwassersolltemperatur);0x6760
K62_KonfiLpumpeNachlauf_GWG;(62) Nachlauf Speicherladepumpe;0x6762
NRF_K65_KonfiWaermetraegermedium;(65) WÑrmetrÑgermedium;0x6765
K65_KonfibauartUmschaltventil;(65) Bauart Umschaltventil;0x6765
K65_KonfibauartUmschaltventil_D;Umschaltventil;0x6765
NRF_K66_KonfiVolumenstrom;(66) Volumenstrom;0x6766
NRF_K67_KonfiWW_Solltemperatur3;(67) Warmwassersolltemperatur bei NachladeunterdrÅckung Solar;0x6767
K67_KonfiWW_Soll3;(67) Warmwassersolltemperatur bei NachladeunterdrÅckung;0x6767
NRF_K68_KonfiKollektormaximaltemperatur;(68) Kollektormaximaltemperaturbegrenzung;0x6768
NRF_K69_KonfiKollektorminimalbegrenzung;(69) Kollektorminmaltemperaturbegrenzung;0x6769
NRF_K6A_KonfiEinschalttempDifferenz;(6A) Einschaltpunkt Solarpumpe;0x676A
NRF_K6B_KonfiAusschalttempDifferenz;(6B) Relativer Ausschaltpunkt Solarpumpe;0x676B
NRF_K6C_KonfiSpeichermaximaltemperatur;(6C) Speichermaximaltemperatur;0x676C
K6C_KonfiDrehzahlWW;(6C) Drehzahl Interne Pumpe bei WW-Bereitung;0x676C
K6D_KonfiAnzapffunktion;(6D) Anzapffunktion;0x676D
NRF_K6D_KonfiFrostschutztemperatur;(6D) Frostschutztemperatur;0x676D
NRF_K6E_KonfiKollektoranfahrtempMAX;(6E)  Kollektoranfahrtemperatur MAX;0x676E
K6F_KonfiBegrenzungWW;(6F) Begrenzung Warmwasserleistung;0x676F
NRF_K6F_KonfiHystKollektoranfahrtemp;(6F)  Hysterese Kollektoranfahrtemperatur MAX;0x676F
K71_KonfiZpumpeBeiWW_Soll1;(71) Zirkulationspumpe bei Speicherladung 1. WW-Sollwert;0x6771
K72_KonfiZpumpeBeiWW_Soll2;(72)  Zirkulationspumpe bei Speicherladung 2. WW-Sollwert;0x6772
K73_KonfiZpumpeIntervallFreigabe;(73) Intervall-Freigabe Zirkulationspumpe;0x6773
NRF_K84_KonfiWW_Einschaltpunkt;(84) Einschaltpunkt Speicherladepumpe / Umschaltventil;0x6784
NRF_K85_KonfiWW_Ausschaltpunkt;(85) Ausschaltpunkt Speicherladepumpe / Umschaltventil;0x6785
NRF_WW_vorhanden;WW-Speicher;0x6900
Bedienteil_SW_Index;Bedienteil Software-Index;0x7330
RelaistestVitoplus_Konstant;Relaistest;0x7500
RelaistestVitoplus;Relaistest;0x7500
RelaistestGWG200x_Konstant;Relaistest;0x7500
RelaistestGWG200x;Relaistest;0x7500
LetzteIntervallWartung_reset;Initialisierung Zeitintervall;0x756C
LetzteIntervallWartung;vergangene Zeit seit letzter Wartung;0x756C
LetzteBrennerWartung_reset;Initialisierung Betriebsstunden;0x7570
LetzteBrennerWartung;Betriebsstunden Brenner seit letzter  Wartung;0x7570
FehlerHisFA01;Fehlerhistorie FA 01;0x7590
FehlerHisFA02;Fehlerhistorie FA 02;0x7599
FehlerHisFA03;Fehlerhistorie FA 03;0x75A2
FehlerHisFA04;Fehlerhistorie FA 04;0x75AB
FehlerHisFA05;Fehlerhistorie FA 05;0x75B4
FehlerHisFA06;Fehlerhistorie FA 06;0x75BD
FehlerHisFA07;Fehlerhistorie FA 07;0x75C6
FehlerHisFA08;Fehlerhistorie FA 08;0x75CF
FehlerHisFA09;Fehlerhistorie FA 09;0x75D8
FehlerHisFA10;Fehlerhistorie FA 10;0x75E1
FehlerHisFA11;Fehlerhistorie FA 11;0x75EA
FehlerHisFA12;Fehlerhistorie FA 12;0x75F3
FehlerHisFA13;Fehlerhistorie FA 13;0x75FC
FehlerHisFA14;Fehlerhistorie FA 14;0x7605
FehlerHisFA15;Fehlerhistorie FA 15;0x760E
FehlerHisFA16;Fehlerhistorie FA 16;0x7617
FehlerHisFA17;Fehlerhistorie FA 17;0x7620
FehlerHisFA18;Fehlerhistorie FA 18;0x7629
FehlerHisFA19;Fehlerhistorie FA 19;0x7632
FehlerHisFA20;Fehlerhistorie FA 20;0x763B
KS_Karte_GWG_Typ1;GerÑtetyp;0x7656
KS_Karte_GWG_Typ;Codierkarte Typ;0x7656
KS_Karte_GWG_Rev_F;Codierkarte Revision GFA;0x7656
KS_Karte_GWG_Kennung;Codierkarte GerÑtekennung;0x7656
KS_Karte_GWG_Rev_R;Codierkarte Revision GWG;0x7656
DigitalAusgang_InternePumpe;Interne Pumpe;0x7660
InternePumpeDrehzahl;Interne Pumpe Drehzahl;0x7660
Ausgang_HKP_A1;Heizkreispumpe;0x7663
HKP_A1Drehzahl;Heizkreispumpe Drehzahl;0x7663
Ausgang_HKP_M2;Heizkreispumpe;0x7665
HKP_M2Drehzahl;Heizkreispumpe Drehzahl;0x7665
K00_KonfiAnlagenschemaGWG_W;(00) Heizkreis-Warmwasserschema;0x7700
NRF_KTInfo_KonfiAnlagenschema;Heizkreis-Warmwasserschema (nur lesen);0x7700
K00_Mischererweiterung_KM;Mischererweiterung;0x7700
K50_Reglervariante;(50) Reglervariante;0x7750
K52_KonfiWeiche;(52) Sensor Hydraulische Weiche;0x7752
K53_RangierungD;Rangierung Relais K12;0x7753
K53_Rangierung;(53) Rangierung Relais K12;0x7753
K54_Solar;(54) Solarregelung;0x7754
NRF_K54_Solar_Info_Extern;Solarregelung extern;0x7754
K54_Solar_Info;Solarregelung;0x7754
K76_KonfiKommunikationsmodul_D;Kommunikationsmodul;0x7776
K76_GWGiKommunikationsmodul_D;Kommunikationsmodul;0x7776
K76_Kommunikationsmodul_GWG;(76) Kommunikationsmodul;0x7776
K77_KonfiVI_TeilnehmernummerV100_V300;(77) Viessmann - Teilnehmernummer;0x7777
K77_KonfiVI_TeilnehmernummerV100_V300_D;Viessmann - Teilnehmernummer;0x7777
K78_KonfiNVKommunikationLONV100GC1_D;LON - Kommunikation freigegeben;0x7778
K78_KonfiNVKommunikationLONV100GC1;(78) LON - Kommunikation Freigeben/ Sperren;0x7778
K79_KonfiFehlerManagerV100_V050_D;Fehlermanager der Anlage;0x7779
K79_KonfiFehlerManagerV100_V050;(79) Zentraler Fehlermanager der Anlage;0x7779
K79_KonfiFehlerManagerV300_V333;(79) Zentraler Fehlermanager der Anlage;0x7779
K7B_KonfiFunktionUhrSenden_3;(7B) Uhrzeit auf LON;0x777B
K7B_KonfiFunktionUhrSenden;(7B) Uhrzeit auf LON;0x777B
K7B_Konfi_FunktionUhrSenden;Uhrzeit auf LON;0x777B
K7F_KonfiEinfamilienhaus;(7F) Unterscheidung Einfamilienhaus - Mehrparteienhaus;0x7?77F
K80_KonfiFehlerDelay;(80) Verzoegerung Fehleranzeige;0x7780
NRF_K80_KonfiFehlerDelay;(80) Verzoegerung Fehleranzeige;0x7780
K81_Konfi_FunktionUhr_D;Uhrzeit vom LON;0x7781
K81_KonfiFunktionUhr;(81) Funktion Uhr;0x7781
K88_KonfiCelsiusFahrenheit;(88) Anzeigemodus Celsius - Fahrenheit;0x7788
K8B_KonfiEEPROM_Status;(8B) EEPROM Status;0x778B
K8C_KonfiSW_StandNR_msb;(8C) Version der Regelungssoftware - oberes Byte;0x778C
K8D_KonfiSW_StandNR_lsb;(8D) Version der Regelungssoftware unteres Byte;0x778D
K8E_I2C_FehlerEEPROM_GWG;(8E) I2C Fehlerflag EEPROM GWG;0x778E
K90_KonfiZeitkonstAussentemperatur;(90) Zeitkonstante Aussentemperatur;0x7790
K91_KonfiZuordnungExtBA_GWG;(91) Zuordnung externe Betriebsartenumschaltung;0x7791
K95_KennungDekatelM;(95) Konfiguration Vitocom 100;0x7795
K95_KennungVitocom100;Vitocom 100;0x7795
K97_Konfi_Aussentemperatur;(97) Konfiguration  Aussentemperatur;0x7797
KonfiVerwendungAussentemperatur;(97) Konfiguration Aussentemperatur;0x7797
K98_KonfiVI_Anlagennummer_D;Viessmann - Anlagennummer;0x7798
K98_KonfiVI_Anlagennummer;(98) Viessmann - Anlagennummer;0x7798
K9B_KonfiVT_SolltemperaturExternV100_V333;(9B) VT_Solltemperatur bei externer Anforderung;0x779B
K9C_KonfiReceiveHeartBeat;(9C) Ueberwachung LON-Teilnehmer;0x779C
K9F_KonfiDTKMischerkreise;(9F) Differenztemperatur VT-Erzeugung;0x779F
BauartWarmwasser;Bauart Warmwasser;0x8851
WPR_vmarSchaltzeitenGroup_1_0;WPR_vmarSchaltzeitenGroup_1_0;0x9000
WPR_Tagesprogramm_HK1_Mo;Tagesprogramm HK1 Montag;0x9000
WPR_Tagesprogramm_HK1_Di;Tagesprogramm HK1 Dienstag;0x9001
WPR_Tagesprogramm_HK1_Mi;Tagesprogramm HK1 Mittwoch;0x9002
WPR_Tagesprogramm_HK1_Do;Tagesprogramm HK1 Donnerstag;0x9003
WPR_Tagesprogramm_HK1_Fr;Tagesprogramm HK1 Freitag;0x9004
WPR_Tagesprogramm_HK1_Sa;Tagesprogramm HK1 Samstag;0x9005
WPR_Tagesprogramm_HK1_So;Tagesprogramm HK1 Sonntag;0x9006
WPR_Tagesprogramm_HK2_Mo;Tagesprogramm HK2 Montag;0x9007
WPR_Tagesprogramm_HK2_Di;Tagesprogramm HK2 Dienstag;0x9008
WPR_Tagesprogramm_HK2_Mi;Tagesprogramm HK2 Mittwoch;0x9009
WPR_Tagesprogramm_HK2_Do;Tagesprogramm HK2 Donnerstag;0x900A
WPR_Tagesprogramm_HK2_Fr;Tagesprogramm HK2 Freitag;0x900B
WPR_Tagesprogramm_HK2_Sa;Tagesprogramm HK2 Samstag;0x900C
WPR_Tagesprogramm_HK2_So;Tagesprogramm HK2 Sonntag;0x900D
WPR_Tagesprogramm_HK3_Mo;Tagesprogramm HK3 Montag;0x900E
WPR_Tagesprogramm_HK3_Di;Tagesprogramm HK3 Dienstag;0x900F
WPR_Tagesprogramm_HK3_Mi;Tagesprogramm HK3 Mittwoch;0x9010
WPR_Tagesprogramm_HK3_Do;Tagesprogramm HK3 Donnerstag;0x9011
WPR_Tagesprogramm_HK3_Fr;Tagesprogramm HK3 Freitag;0x9012
WPR_Tagesprogramm_HK3_Sa;Tagesprogramm HK3 Samstag;0x9013
WPR_Tagesprogramm_HK3_So;Tagesprogramm HK3 Sonntag;0x9014
WPR_Tagesprogramm_PSP_Mo;Tagesprogramm Pufferspeicher Montag;0x9015
WPR_Tagesprogramm_PSP_Di;Tagesprogramm Pufferspeicher Dienstag;0x9016
WPR_Tagesprogramm_PSP_Mi;Tagesprogramm Pufferspeicher Mittwoch;0x9017
WPR_Tagesprogramm_PSP_Do;Tagesprogramm Pufferspeicher Donnerstag;0x9018
WPR_Tagesprogramm_PSP_Fr;Tagesprogramm Pufferspeicher Freitag;0x9019
WPR_Tagesprogramm_PSP_Sa;Tagesprogramm Pufferspeicher Samstag;0x901A
WPR_Tagesprogramm_PSP_So;Tagesprogramm Pufferspeicher Sonntag;0x901B
WPR_Tagesprogramm_WW_Mo;Tagesprogramm Warmwasser Montag;0x901C
WPR_Tagesprogramm_WW_Di;Tagesprogramm Warmwasser Dienstag;0x901D
WPR_Tagesprogramm_WW_Mi;Tagesprogramm Warmwasser Mittwoch;0x901E
WPR_Tagesprogramm_WW_Do;Tagesprogramm Warmwasser Donnerstag;0x901F
WPR_Tagesprogramm_WW_Fr;Tagesprogramm Warmwasser Freitag;0x9020
WPR_Tagesprogramm_WW_Sa;Tagesprogramm Warmwasser Samstag;0x9021
WPR_Tagesprogramm_WW_So;Tagesprogramm Warmwasser Sonntag;0x9022
WPR_Tagesprogramm_ZP_Mo;Tagesprogramm Zirkulationspumpe Montag;0x9023
WPR_Tagesprogramm_ZP_Di;Tagesprogramm Zirkulationspumpe Dienstag;0x9024
WPR_Tagesprogramm_ZP_Mi;Tagesprogramm Zirkulationspumpe Mittwoch;0x9025
WPR_Tagesprogramm_ZP_Do;Tagesprogramm Zirkulationspumpe Donnerstag;0x9026
WPR_Tagesprogramm_ZP_Fr;Tagesprogramm Zirkulationspumpe Freitag;0x9027
WPR_Tagesprogramm_ZP_Sa;Tagesprogramm Zirkulationspumpe Samstag;0x9028
WPR_Tagesprogramm_ZP_So;Tagesprogramm Zirkulationspumpe Sonntag;0x9029
Node_Teilnehmer;Teilnehmernummer;0xA000
Node_Subnet;Subnet;0xA000
Node_Node;Node;0xA000
Node_Domain;Domain;0xA000
vlogRPCClearMemberList;Teilnehmerliste loeschen;0xA009
Neuron_ID;Neuron ID;0xA009
Teilnehmerliste_LON_12;Teilnehmerliste LON (12)  Anlage/TN;0xA010
Teilnehmerliste_LON_13;Teilnehmerliste LON (13)  Anlage/TN;0xA010
Teilnehmerliste_LON_14;Teilnehmerliste LON (14)  Anlage/TN;0xA010
Teilnehmerliste_LON_02;Teilnehmerliste LON (02)  Anlage/TN;0xA010
Teilnehmerliste_LON_11;Teilnehmerliste LON (11)  Anlage/TN;0xA010
Teilnehmerliste_LON_15;Teilnehmerliste LON (15)  Anlage/TN;0xA010
Teilnehmerliste_LON_10;Teilnehmerliste LON (10)  Anlage/TN;0xA010
Teilnehmerliste_LON_06;Teilnehmerliste LON (06)  Anlage/TN;0xA010
Teilnehmerliste_LON_07;Teilnehmerliste LON (07)  Anlage/TN;0xA010
Teilnehmerliste_LON_00;Teilnehmerliste LON eigene TN-Nummer Anlage/TN;0xA010
Teilnehmerliste_LON_04;Teilnehmerliste LON (04)  Anlage/TN;0xA010
Teilnehmerliste_LON_09;Teilnehmerliste LON (09)  Anlage/TN;0xA010
Teilnehmerliste_LON_03;Teilnehmerliste LON (03)  Anlage/TN;0xA010
Teilnehmerliste_LON_08;Teilnehmerliste LON (08)  Anlage/TN;0xA010
Teilnehmerliste_LON_05;Teilnehmerliste LON (05)  Anlage/TN;0xA010
Teilnehmerliste_LON_01;Teilnehmerliste LON (01) Anlage/TN;0xA010
Teilnehmerliste_LON_0;Teilnehmerliste LON (00);0xA010
Sachnummer_LON;Sachnummer LON;0xA011
vlogRPCClearDeviceList;Geraeteliste loeschen;0xA031
Sachnummer_87c652;Sachnummer 87c652;0xA03D
Sachnummer_foreign;Sachnummer foreign;0xA03D
Konfi_FunktionReset_GWG;Anlieferzustand Codierungen;0xA050
BedienparameterA1M1FunktionReset;Grundeinstellung Bedienparameter;0xA051
BedienparameterM2FunktionReset;Grundeinstellung Bedienparameter;0xA051
vmarSchaltzeitenGroup_1_3;vmarSchaltzeitenGroup_1_3;0xa101
